TIDM,Name,Industry,Subsector,Price,Graham number / Close,1y ago Graham number / Close  1y ago,EV / EBIT,1y ago EV / EBIT,EV / EBIT 5y av.,fc PE,PE,1y ago PE,PE 5y av.,PE 10y av.,PEG,1y ago PEG,Price to NAV,1y ago price to NAV,Yield,Dividend Cover,Broker consensus,Previous consensus,EBIT (m),Dir holdings 3m change %,City holdings 3m change %,Net debt to EBITDA,% Total Return 1y,EV / Free cash flow,Beta 1y daily (vs. UKX) TTM,
RNEP,Ecofin US Renewables Infrastructure Trust PLC,Financials,Asset Managers and Custodians,£0.535,0.83239,0,,,,,72.1,27.0,,,,,0.7,,,0.2,,,0.0,,,,-33.1,11.1,0.10,
RNEW,Ecofin US Renewables Infrastructure Trust PLC,Financials,Asset Managers and Custodians,$0.645,0.69043,0,,,,,71.7,26.8,,,,,0.7,,8.7,0.2,,,0.0,0.0012,0.0000,,-20.7,11.1,0.03,
ECOR,Ecora Resources PLC,Basic Materials,General Mining,£1.06,3.9851,2.0053,3.2,9.0,8.2,11.0,3.5,7.3,8.0,,,0.1,,1.1,6.6,4.4,Buy,Buy,117.2,-0.0189,0.6980,0.3,-26.1,5.8,0.90,
ECR,ECR Minerals PLC,Basic Materials,Gold Mining,£0.00315,,,7.8,,,,,,,,,,0.6,2.3,,,,,0.4,0.0000,0.0000,-1.8,-53.3,-1.1,-0.33,
ECSC,ECSC Group PLC,,,£0.525,,,,,,,,,,,,,,,,,,,,-27.0672,-16.8803,,110,,,
EDEN,Eden Research PLC,Basic Materials,Specialty Chemicals,£0.05125,,,,,,,,,,,,,1.9,2.3,,,No Opinion,Buy,-2.5,0.6286,0.0000,,5.67,-10.6,0.02,
EDIN,Edinburgh Investment Trust (The) PLC,Financials,Closed End Investments,£6.595,0.9261,2.0254,,,,,26.6,7.7,,,,,1.0,0.9,3.9,1.0,,,0.0,0.0010,0.0000,,23.8,35.5,1.01,
EWI,Edinburgh Worldwide Investment Trust PLC,Financials,Closed End Investments,£1.395,,3.3354,,,,,,7.5,,,,,0.7,1.0,,,,,0.0,0.0014,6.7714,,-19,-81.4,0.91,
EPIC,Ediston Property Investment Co PLC,Real Estate,Retail REITs,£0.694,1.344,1.5529,,,,18.3,17.0,13.9,13.8,,,,0.7,0.8,7.2,0.8,Hold,Hold,0.0,0.0000,19.3267,,11.7,23.4,0.55,
EAAS,eEnergy Group PLC,Basic Materials,General Mining,£0.059,,,,,,10.0,,,,,,,0.9,5.1,,,Buy,Buy,-0.2,0.0000,5.1040,1.5,-14.5,-3.3,0.41,
EDR,Egdon Resources PLC,,,£0.044,,,,,,,,,,,,,,,,,,,,-2.8740,-71.4959,,-20.7,,-0.06,
EJFI,EJF Investments Ltd,Financials,Asset Managers and Custodians,£1.11,2.7981,2.2078,,,,,4.8,7.3,,,,0.2,0.6,0.8,9.6,2.2,Buy,Buy,0.0,-2.8112,0.0000,,3.14,5.2,0.37,
EJF0,EJF Investments Ltd 2025 ZDP 100P,Financials,Asset Managers and Custodians,£1.17,2.6546,2.2362,,,,,5.0,6.6,,,,0.2,0.6,0.7,,2.2,,,0.0,,,,0.429,5.2,-0.00,
EKF,EKF Diagnostics Holdings PLC,Health Care,Medical Equipment,£0.264,,0.97483,58.3,15.1,25.4,15.3,,21.4,,,,,1.6,3.7,4.6,,Outperform,Buy,1.9,0.0187,0.0000,-0.5,-32.7,40.0,0.54,
ELCO,Eleco PLC,Technology,Software,£0.815,0.59882,0.77092,19.1,16.4,16.8,23.5,24.0,23.0,16.9,19.1,>10,,2.6,3.2,0.9,4.9,Buy,Buy,3.0,0.0240,0.0000,-1.9,25.5,18.0,0.19,
ENGB,Electric and General Investment Trust PLC,,,£94.465,,,,,,,,,,,,,,,,,,,,,,,14.8,,0.79,
ELEG,Electric Guitar PLC,Financials,Diversified Financial Services,£0.021,,,,,,,,,,,,,,,,,,,,-2.5457,68.1319,,-20.8,,0.10,
0RA5,Electro Power Systems SA,Industrials,Machinery - Specialty,€1.00,,,,,,,,,,,,,0.6,6.5,,,,,-47.5,,,,-91.2,-3.5,-0.83,
ELM,Elementis PLC,Basic Materials,Chemicals - Diversified,£1.22,1.4865,1.8867,,147.4,,14.1,13.5,21.4,18.4,18.5,,0.7,1.1,1.1,,,Outperform,Outperform,-42.3,0.0051,8.0184,2.8,36.2,54.9,1.25,
ELIX,Elixirr International PLC,Industrials,Professional Business Support Services,£5.65,0.62998,0.47121,15.2,25.0,,16.5,18.5,30.5,,,1.5,1.2,2.7,4.0,1.9,2.8,Buy,Buy,16.4,0.0000,0.0000,-0.7,-10.7,17.1,0.30,
0GFE,Embracer Group AB,Technology,Software,kr22.90,3.3454,0.75176,7.6,23.8,60.7,,5.2,42.4,107.7,,,0.3,0.4,2.1,,,,,6366.0,,,1.3,-60.6,-22.7,1.48,
EMIS,EMIS Group PLC,Technology,Computer Services,£19.21,0.28842,0.26521,40.8,22.0,24.0,29.1,31.4,24.5,23.9,22.7,4.0,2.4,8.5,6.7,2.0,1.6,Hold,Hold,28.8,0.1760,29.2037,-0.9,3.58,30.5,-0.07,
EML,Emmerson PLC,Basic Materials,General Mining,£0.019,,,,,,,,,,,,,0.9,3.7,,,Buy,Buy,-3.2,0.1429,0.0000,,-66.4,-1.7,0.50,
EEE,Empire Metals Ltd,Basic Materials,Gold Mining,£0.043,,,,,,,,,,,,,3.8,0.9,,,,,-0.9,0.0000,5.0775,,365,-8.4,-0.39,
ESP,Empiric Student Property PLC,Real Estate,Residential REITs,£0.8965,1.0406,0.71854,10.7,20.9,,22.1,26.6,53.8,32.8,,1.3,0.5,0.8,0.8,3.0,1.2,Buy,Buy,81.9,0.0000,0.7265,4.0,7.25,31.0,0.84,
EMR,Empresaria Group PLC,Industrials,Business Training and Employment Agencies,£0.405,29.462,21.069,4.6,9.2,9.4,6.9,0.05,0.10,5.0,6.5,,0.04,0.5,1.1,3.5,628.6,Buy,Buy,9.1,0.3009,0.0000,0.9,-20.2,5.9,0.11,
EME,Empyrean Energy PLC,Energy,Oil - Crude Producers,£0.0085,,,,,,,,,,,,,3.5,4.6,,,Buy,Buy,-0.8,-2.6191,1.1637,,-8.11,-6.0,0.39,
EDV,Endeavour Mining PLC,Basic Materials,Gold Mining,£15.66,1.2952,1.6913,8.7,8.2,8.4,16.0,13.4,9.3,,,,,1.3,1.4,4.2,1.8,Outperform,Outperform,587.7,0.0000,0.3909,-0.1,-1.02,11.9,0.81,
ETP,Eneraqua Technologies PLC,Utilities,Alternative Electricity,£1.075,1.8644,0.7546,4.0,18.9,11.5,10.0,4.4,14.5,,,,0.4,1.5,5.3,1.1,21.0,Buy,Buy,10.3,0.3007,0.6319,0.4,-52.7,-8.6,0.26,
ENOG,Energean PLC,Energy,Oil - Crude Producers,£11.535,0.51548,,11.9,17.0,,2.4,31.5,,,,0.03,,3.8,2.9,6.5,0.5,Buy,Buy,430.5,0.1072,0.0000,5.1,-8.43,-13.7,1.05,
EXR,Engage Xr Holdings PLC,Technology,Software,£0.029,,,,,,,,,,,,,3.9,6.7,,,No Opinion,No Opinion,-6.0,0.0000,0.0000,,-76.8,-2.8,-0.15,
ENQ,EnQuest PLC,Energy,Oil - Crude Producers,£0.1563,5.165,3.4348,1.6,5.1,,,1.7,2.0,,,,,0.7,0.9,,,Outperform,Outperform,979.1,0.0000,0.0000,1.2,-41.1,2.7,1.56,
ENSI,Ensilica PLC,Technology,Semiconductors,£0.69,0.28605,,73.8,,,48.9,63.2,,,,2.2,,4.3,,,,No Opinion,No Opinion,0.7,0.0000,0.0000,-0.6,46.8,-30.4,0.46,
ENT,Entain PLC,Consumer Discretionary,Casinos and Gambling,£9.026,0.87551,0.7066,29.1,32.3,39.7,18.3,15.5,31.3,17.5,17.7,,2.5,1.8,3.1,1.8,3.6,Buy,Buy,308.9,-0.0600,-0.8640,2.8,-19.3,25.7,1.47,
NTQ,Enteq Upstream PLC,Energy,Oil Equipment and Services,£0.1175,,,,,,,,,,,,,0.6,1.0,,,No Opinion,No Opinion,-0.7,-3.5238,3.5687,-11.0,35.8,-1.9,-0.17,
ENW,Enwell Energy PLC,Energy,Oil - Crude Producers,£0.1245,11.336,1.5913,,4.0,,3.5,1.0,20.0,10.3,,,0.02,0.3,0.8,,,No Opinion,No Opinion,67.5,0.0000,-66.1206,-1.1,20.1,,-0.96,
0R8F,Eolus Vind Ab,Industrials,Construction,kr80.20,,0.072168,17.0,243.5,70.7,,,>500,,,,,2.0,3.1,1.9,,,,112.0,,,-2.0,-27.1,-9.7,0.77,
ESO,EPE Special Opportunities Ltd,Financials,Closed End Investments,£1.725,,2.9598,,,,,,17.3,,,,,0.5,0.7,,,,,0.0,0.0190,1.4546,,20.2,-13.9,-0.05,
ESOZ,EPE Special Opportunities Ltd,Financials,Closed End Investments,£1.03,,4.2902,,,,,,5.9,,,,,0.3,0.2,,,,,0.0,,,,4.04,-13.9,0.05,
EPWN,Epwin Group PLC,Industrials,Building Materials - Other,£0.67,1.7095,1.5492,12.4,13.7,17.3,7.4,7.7,11.4,18.7,,1.8,,1.0,1.5,6.4,2.0,Buy,Buy,16.7,0.0000,0.0000,3.7,-5.86,13.7,0.13,
EQT,EQTEC PLC,Energy,Alternative Fuels,£0.0006,,,,,,,,,,,,,0.2,2.7,,,No Opinion,Buy,-4.7,0.0000,0.0000,,-83.3,-1.0,1.35,
EQLS,Equals Group PLC,Industrials,Transaction Processing Services,£1.155,0.34019,,52.8,,,19.4,38.5,,,,0.4,,4.9,2.9,,,Buy,Buy,3.9,0.0000,1.0886,-0.9,40.9,39.6,0.58,
ERGO,Ergomed PLC,Health Care,Biotechnology,£13.45,0.2919,0.30329,33.0,36.7,,29.5,32.5,38.1,43.3,,3.2,7.5,8.0,11.0,,,Outperform,Buy,20.2,-0.0124,-3.3596,-0.6,18.8,66.3,0.57,
ESKN,Esken Ltd,Industrials,Transportation Services,£0.0299,,,,,,,,,,,,,0.7,1.7,,,Buy,Buy,-8.3,-0.0340,0.0000,51.6,-39.2,-7.3,0.27,
0RSL,Esker SA,Technology,Software,€128.09,0.26063,0.24452,31.5,122.0,76.7,,42.4,155.0,,,,5.2,7.6,25.9,0.6,4.0,,,22.7,,,-0.8,18.6,267.4,0.79,
ESYS,Essensys PLC,Technology,Software,£0.2925,,,,,,,,,,,,,0.5,4.3,,,Buy,Buy,-10.9,0.0000,0.0000,,-48.2,,0.01,
ESNT,Essentra PLC,Industrials,Industrial Suppliers,£1.564,,1.6125,27.8,81.8,35.5,15.1,,19.1,,,,,1.2,1.7,2.1,,Buy,Buy,13.0,0.0000,8.5229,-1.5,7.17,-49.5,0.78,
ENET,Ethernity Networks Ltd,Telecommunications,Telecommunications Equipment,£0.0095,,,,,,,,,,,,,0.2,3.1,,,Buy,Buy,-8.1,0.0873,-0.7651,,-93,-0.5,0.48,
EUA,Eurasia Mining PLC,Basic Materials,Platinum and Precious Metals,£0.02625,,,,,,,,,,,,,2.9,21.9,,,No Opinion,No Opinion,-4.3,0.0000,0.0000,,-50,-4.6,-0.64,
ECEL,Eurocell PLC,Industrials,Building Materials - Other,£1.14,1.9383,1.4851,7.5,11.4,15.6,8.9,5.4,12.5,15.0,,,1.2,1.1,2.5,9.4,2.0,Buy,Buy,27.7,0.1506,-3.9882,1.4,-9.74,30.4,0.30,
EUZ,Europa Metals Ltd,Basic Materials,Iron and Steel,£0.0205,,,,,,,,,,,,,1.1,3.6,,,No Opinion,No Opinion,-2.4,0.0000,0.0000,,-22.6,-1.0,0.22,
EOG,Europa Oil & Gas (Holdings) PLC,Energy,Oil - Crude Producers,£0.01225,2.1366,,6.4,,,,6.1,,,,,,1.0,2.2,,,No Opinion,No Opinion,1.6,0.0000,0.0000,-0.4,-44.3,13.1,1.13,
EAT,European Assets Trust NV,Financials,Closed End Investments,£0.829,,3.8965,,,,,,4.8,,,,,0.9,1.0,,,,,0.0,0.0000,0.0000,,12.4,86.1,0.94,
EMH,European Metals Holdings Ltd,Basic Materials,Iron and Steel,£0.36,,,,,,,,,,,,,3.6,10.6,,,Buy,Buy,-5.4,0.0279,6.0045,,-20,-47.3,0.37,
EOT,European Opportunities Trust PLC,Financials,Closed End Investments,£7.92,0.84845,1.0926,,,,,33.7,28.4,153.2,85.9,,,0.9,0.9,0.4,6.7,,,0.0,0.0052,12.4197,,23.6,204.7,0.97,
EVST,Everest Global PLC,Financials,Asset Managers and Custodians,£0.0125,8.2972,5.7164,,,,,,,,,,,-0.2,-0.7,,,No Opinion,No Opinion,-4.3,0.0000,11.5752,,-61.5,-1.7,0.33,
EMAN,Everyman Media Group PLC,Consumer Discretionary,Entertainment,£0.555,,,455.0,,,,,,,,,,1.1,2.4,,,Buy,Buy,0.3,0.0186,0.0000,7.2,-43.4,-10.3,-0.12,
EVG,Evgen Pharma PLC,Health Care,Biotechnology,£0.021,,,,,,,,,,,,,1.1,1.0,,,No Opinion,No Opinion,-5.1,-0.0165,0.0000,,-37.3,-0.2,-0.12,
EVR,Evraz PLC,Basic Materials,Iron and Steel,£0.8268,10.044,3.947,1.0,5.7,4.4,,0.4,6.2,5.0,,,0.05,0.7,11.9,83.3,2.6,No Opinion,No Opinion,4621.0,0.0000,0.0000,0.6,0,2.0,0.00,
EXPN,Experian PLC,Industrials,Professional Business Support Services,£26.29,0.42445,0.40943,18.7,24.1,22.5,22.4,24.1,31.4,28.9,25.0,3.2,3.7,7.6,9.0,1.6,2.5,Outperform,Outperform,1794.0,0.0000,5.0583,1.7,0.436,32.6,0.98,
VG36,Export-Import Bank Of India 6.20% SNR NTS 20/03/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0EIE,F Secure OYJ,Technology,Computer Services,€1.01394,,,,,,,,,,,,,1.3,8.3,,,,,-0.0,,,,-34.1,-4.4,0.52,
FCIT,F&C Investment Trust PLC,Financials,Closed End Investments,£8.71,,2.146,,,,,,5.4,,,,,1.0,0.9,1.5,,,,0.0,-0.0075,0.0000,,-3.31,105.2,0.86,
ADF,Facilities By ADF PLC,Consumer Discretionary,Recreational Services,£0.55,1.0775,0.51212,10.8,,,,10.5,,,,,,1.8,,2.4,4.0,No Opinion,Buy,5.4,0.0000,18.9311,1.5,28.1,-13.2,0.57,
FADL,Fadel Partners Inc,Technology,Software,£1.455,,,,,,,,,,,,,27.2,,,,No Opinion,No Opinion,-2.2,0.0000,0.0000,,,-17.1,,
FA17,Fair Oaks Income Ltd,Financials,Closed End Investments,$0.56,,2.5493,,,,3.7,,5.1,,,,,1.0,1.0,13.5,,Buy,Buy,0.0,,,,13.4,2.7,0.11,
FAIR,Fair Oaks Income Ltd,Financials,Closed End Investments,$0.5275,,2.77,,,,,,4.5,,,,,0.9,0.9,17.4,,Buy,Buy,0.0,0.0000,0.0000,,17.1,2.7,-0.10,
FCS,Falanx Cyber Security Ltd,Industrials,Professional Business Support Services,£0.25,,,,,,,,,,,,,0.3,2.5,,,No Opinion,No Opinion,-1.8,0.0000,10.1986,,-52.4,-0.2,0.96,
FOG,Falcon Oil & Gas Ltd,Energy,Offshore Drilling and Other Services,£0.07,,,,,,,,,,,,,2.0,2.7,,,Buy,Buy,-4.3,0.0215,0.0000,,-2.1,-31.4,0.45,
FARN,Faron Pharmaceuticals OY,Health Care,Biotechnology,£3.20,0.48725,,,,,,,,,,,,-19.3,58.0,,,Buy,Buy,-27.4,-0.1343,0.0000,,70.7,-10.7,0.27,
FBH,FBD Holdings PLC,Financials,Full Line Insurance,€12.45,1.7254,2.6957,4.2,1.4,7.5,,7.0,2.9,14.3,,,,1.0,0.6,8.0,1.8,,,76.3,0.0735,-3.2808,,38.9,3.9,-0.14,
FDP,FD Technologies PLC,Technology,Computer Services,£14.61,0.50968,0.49892,137.2,78.7,66.8,45.7,42.0,47.0,40.1,39.0,,5.1,2.1,2.2,,,Buy,Buy,3.2,0.0562,0.0000,0.6,3.18,-63.1,1.02,
FDM,FDM Group Holdings PLC,Industrials,Business Training and Employment Agencies,£5.055,0.4994,0.35953,11.3,32.2,21.8,14.1,13.5,38.3,27.6,,,3.1,6.6,17.8,7.1,1.0,Outperform,Outperform,46.1,-0.0033,0.8821,-0.6,-15.3,17.9,0.89,
FDBK,Feedback PLC,Industrials,Electronic Equipment - Other,£0.8,,,,,,,,,,,,,1.0,1.2,,,Buy,Buy,-3.4,2.0000,-0.0001,,-30.4,-7.5,0.11,
FERG,Ferguson PLC,Industrials,Industrial Suppliers,£133.7,0.55285,0.69892,13.7,10.9,13.7,16.7,16.4,12.8,16.4,16.5,,>10,6.5,5.7,1.8,3.2,Outperform,Outperform,2773.0,-0.0002,0.0000,1.5,40,16.6,1.01,
FXPO,Ferrexpo PLC,Basic Materials,Iron and Steel,£0.75375,5.4007,8.2987,1.4,2.1,2.8,7.4,2.5,2.7,3.3,3.7,,,0.4,1.3,13.9,2.8,Hold,Hold,341.6,0.0000,-0.4196,-0.1,-38.5,3.5,1.44,
FAR,Ferro-Alloys Resources Ltd,Basic Materials,General Mining,£0.1,,,,,,,,,,,,,3.5,12.1,,,Buy,Buy,-3.9,0.0000,0.0000,,-4.76,-6.5,0.21,
FEVR,Fevertree Drinks PLC,Consumer Staples,Soft Drinks,£11.875,0.26701,0.53296,42.3,53.5,42.8,77.1,53.6,68.3,54.6,,,,5.9,11.2,1.4,1.4,Hold,Hold,31.4,0.0086,0.0000,-2.0,39.1,4429.1,1.07,
FAS,Fidelity Asian Values PLC,Financials,Closed End Investments,£5.12,0.89399,2.72,,,,5.2,27.7,3.4,,,0.06,,1.0,1.0,2.7,1.3,No Opinion,No Opinion,0.0,0.0000,1.2902,,13.9,,0.52,
FCSS,Fidelity China Special Situations PLC,Financials,Closed End Investments,£2.1075,0.78092,,,,,5.9,46.2,,,,0.07,,0.8,0.9,2.9,0.7,No Opinion,No Opinion,0.0,0.0000,0.0000,,-6.87,13.3,0.93,
FEML,Fidelity Emerging Markets Ltd,Financials,Closed End Investments,£5.971,,5.9987,,,,,,3.2,,,,,0.8,0.9,2.3,,,,0.0,0.0000,0.0000,,3.51,1.5,0.71,
FEV,Fidelity European Trust PLC,Financials,Closed End Investments,£3.325,,2.7266,,,,,,5.0,,,,,1.0,0.9,2.3,,Buy,Buy,0.0,0.0025,0.9937,,24.7,,1.12,
FJV,Fidelity Japan Trust PLC,Financials,Closed End Investments,£1.6475,,0.89967,,,,6.3,,55.9,,,,,0.9,1.0,,,No Opinion,No Opinion,0.0,0.0000,1.8837,,-0.453,,0.50,
FSV,Fidelity Special Values PLC,Financials,Closed End Investments,£2.715,,3.6933,,,,6.6,,2.8,,,,,0.9,1.0,2.9,,Buy,Buy,0.0,0.0000,-0.1338,,16.2,30.2,1.05,
0RFM,Figeac Aero SA,Industrials,Defense,€3.9892,,,,,,,,,,,,,2.3,4.7,,,,,-18.4,,,6.9,-26.3,-10.3,-0.09,
FIH,FIH Group PLC,Industrials,Professional Business Support Services,£2.42,1.6469,1.1579,9.8,14.1,,11.1,12.0,24.7,,,1.3,0.2,0.7,0.7,2.7,3.1,No Opinion,No Opinion,4.0,0.0000,0.0000,1.1,8.99,9.4,-0.12,
BANK,Fiinu PLC,Telecommunications,Cable Television Services,£0.0165,,,,,,,,,,,,,0.6,90.8,,,Buy,Buy,-8.2,0.0000,0.0000,,-88.4,,-0.78,
FTC,Filtronic PLC,Telecommunications,Telecommunications Equipment,£0.1615,0.30613,0.67476,115.7,11.2,57.8,51.6,80.0,19.8,,,1.5,,3.0,1.9,,,No Opinion,No Opinion,0.3,-0.1406,0.4371,-0.2,43.6,-23.9,0.34,
FINS,Financials Acquisition Corp,Financials,Diversified Financial Services,£10.20,0,0,,,,,,,,,,,,,,,,,-19.2,0.0000,-27.2614,,2.26,88.0,0.02,
FNWR,Financials Acquisition Corp,Financials,Diversified Financial Services,£0.03,0,0,,,,,,,,,,,,,,,,,-19.2,,,,-25,88.0,-0.06,
FCAP,finnCap Group PLC,Financials,Asset Managers and Custodians,£0.079,,2.7735,,5.0,,,,7.2,,,,,0.6,1.6,,,No Opinion,No Opinion,-1.9,-2.5652,23.4418,,-46.4,-2.7,0.04,
0P49,Finnvedenbulten AB,Consumer Discretionary,Auto Parts,kr68.576,1.7388,1.7111,8.6,11.4,15.0,,9.2,13.5,24.3,18.8,,1.5,0.8,1.2,3.6,3.0,,,284.0,,,2.0,11.1,-59.5,0.48,
FIF,Finsbury Food Group PLC,Consumer Staples,Food Products,£1.095,1.3444,1.8044,8.9,6.9,10.0,10.2,10.8,6.7,8.7,9.8,1.8,,1.1,0.7,0.8,11.6,Buy,Buy,20.7,0.0011,15.7770,1.0,41.8,20.3,0.43,
FGT,Finsbury Growth & Income Trust PLC,Financials,Closed End Investments,£8.40,,1.666,,,,,,10.0,,,,,1.0,1.0,2.1,,,,0.0,0.0027,3.7638,,5.7,47.1,0.78,
FINA,Fintech Asia Limited,Financials,Diversified Financial Services,£0.50,,,,,,,,,,,,,52.6,,,,,,-0.4,0.0000,0.0000,,-9.91,-30.2,-0.00,
FNTL,Fintel PLC,Industrials,Professional Business Support Services,£1.9225,0.84137,0.80369,10.6,14.9,15.8,15.4,15.6,21.8,17.1,,>10,1.3,2.0,2.7,1.7,3.8,Buy,Buy,17.6,0.0000,0.2085,-0.5,8.92,14.4,0.41,
FA.,FireAngel Safety Technology Group PLC,Industrials,Electronic Equipment - Control and Filter,£0.0275,,,,,,,,,,,,,0.4,1.3,,,No Opinion,No Opinion,-5.7,-0.0192,20.7618,3.1,-68.6,-2.7,0.04,
FRG,Firering Strategic Minerals PLC,Basic Materials,General Mining,£0.061,,,,,,,,,,,,,1.6,3.1,,,,,-0.1,0.0000,-3.3401,,-15.9,-2.4,0.75,
FCM,First Class Metals PLC,Basic Materials,General Mining,£0.0835,,0,,,,,,,,,,,2.2,,,,,,-0.7,0.0000,-0.6927,,-25.8,-3.2,0.68,
FPO,First Property Group PLC,Financials,Asset Managers and Custodians,£0.1725,2.1705,,8.9,,,63.9,10.1,,,,,,0.4,0.9,2.9,3.4,No Opinion,No Opinion,3.0,0.0202,0.0000,1.8,-33,7.7,-0.11,
0P6E,First Quantum Minerals Ltd,Basic Materials,Nonferrous Metals,€15.9787,1.2492,1.0941,12.0,8.1,18.4,,13.1,16.5,,,,1.0,1.1,1.2,1.3,6.0,,,1869.0,,,1.8,0.902,32.5,0.00,
1SN,First Tin PLC,Basic Materials,General Mining,£0.0665,,,,,,,,,,,,,0.4,,,,,,-3.2,0.0000,0.0000,,-38.4,-0.5,0.57,
UIGB,First Trust Global Funds Public Limited Company FT US EQUITY INCOME GBP HEDGED UCITS ETF,,,£19.506,,,,,,,,,,,,,,,,,,,,,,,,,,
FGP,FirstGroup PLC,Consumer Discretionary,Travel and Tourism,£1.501,0.98815,0.47848,13.0,13.7,,13.4,14.6,74.9,,,1.7,0.1,1.5,1.0,2.5,2.7,Outperform,Outperform,174.8,0.0039,-3.9188,1.6,42.2,-15.1,0.51,
FSJ,Fisher (James) & Sons PLC,Industrials,Marine Transportation,£3.3575,,1.4707,14.3,,,15.1,,18.5,,,,,0.8,0.9,,,Buy,Buy,25.1,0.0701,-1.1786,3.6,14.2,-44.9,0.63,
FKE,Fiske PLC,Financials,Investment Services,£0.65,,0.93846,,12.6,,,,25.0,,,,,,1.1,,,,,-0.3,0.1523,0.0145,-74.7,-5.8,-10.3,0.07,
FLK,Fletcher King PLC,Real Estate,Real Estate Services,£0.405,0.96139,1.0007,8.6,104.9,,,22.5,29.7,,,,2.4,1.0,1.2,1.9,2.4,,,0.2,-8.0766,3.0920,-5.7,11.3,-3.0,0.15,
FLO,Flowtech Fluidpower PLC,Industrials,Electronic Equipment - Control and Filter,£0.904,,1.114,,24.4,,16.2,,31.6,,,,,0.7,1.0,2.3,,Buy,Buy,-2.9,0.7732,0.0000,21.5,-13.1,235.8,-0.09,
FLTR,Flutter Entertainment PLC,Consumer Discretionary,Casinos and Gambling,£132.125,0.36083,0.5624,,,,30.9,72.2,46.5,41.1,33.8,0.5,,2.4,2.0,,,Outperform,Outperform,-52.9,0.0052,0.2290,5.0,29.3,43.5,1.45,
TUNE,Focusrite PLC,Consumer Discretionary,Consumer Electronics,£5.20,0.87108,0.61585,11.2,28.2,26.4,13.5,10.1,30.3,22.8,,,,2.9,12.1,1.1,8.7,Buy,Buy,28.7,0.0000,0.0000,0.3,-24.8,-61.7,0.24,
FNX,Fonix Mobile PLC,Technology,Computer Services,£1.92,0.21929,0.2255,16.2,14.0,15.4,20.7,22.1,18.7,,,3.3,1.9,21.0,19.4,1.2,3.8,No Opinion,No Opinion,10.9,0.0000,10.7472,-1.8,19.1,16.0,0.41,
FTF,Foresight Enterprise VCT PLC,Financials,Closed End Investments,£0.58,1.2021,2.108,,,,,18.7,5.5,,,,,0.9,0.9,5.7,0.9,,,0.0,0.0000,0.0000,,4.16,-44.8,0.03,
FSG,Foresight Group Holdings Ltd,Financials,Asset Managers and Custodians,£4.535,0.39569,0.37884,17.1,13.4,19.3,12.5,20.9,17.1,,,0.3,4.1,7.1,6.8,4.3,1.1,Buy,Buy,30.5,-2.3171,0.0169,-0.5,10.9,10.9,0.00,
FWT,Foresight Solar & Technology VCT PLC Foresight Williams Tech Shs 1P,Financials,Closed End Investments,£1.00,1.8326,3.0925,,,,,3.1,2.6,,,,,0.9,1.0,,,,,0.0,0.0000,0.0000,,0,-4.7,0.00,
FSFL,Foresight Solar Fund Ltd,Financials,Closed End Investments,£0.928,2.9071,2.0031,,,,6.5,3.6,5.2,,,,0.2,0.7,0.9,7.7,3.6,Buy,Buy,0.0,0.0110,-0.1737,,-7.9,12.6,0.40,
FSF,Foresight Sustainable Forestry Company PLC,Financials,Asset Managers and Custodians,£0.82,0,,,,,,13.0,,,,,,,,,,,,0.0,0.0000,0.0000,,-23,-107.0,0.16,
FTV,Foresight VCT PLC,Financials,Closed End Investments,£0.74,1.446,2.5492,,,,,12.8,3.9,18.9,,,,0.8,0.8,5.9,1.3,,,0.0,-0.0014,0.0000,,10.1,-59.1,0.01,
FORT,Forterra PLC,Industrials,Building Materials - Other,£1.456,1.6562,0.82472,4.6,11.8,99.1,10.8,5.6,16.0,16.1,,,0.3,1.4,2.7,10.0,1.8,Outperform,Outperform,72.2,0.0000,5.0323,0.3,-34.5,12.8,0.89,
0G3T,Fortnox AB,Technology,Software,kr56.4856,0.091885,0.081345,73.9,114.3,94.1,,99.1,146.3,,,,3.4,26.9,36.3,0.2,4.8,,,464.9,,,-0.1,20.8,126.5,1.01,
FWD,Forward Partners Group PLC,Financials,Asset Managers and Custodians,£0.29,2.3193,,5.4,,,10.3,10.4,,,,>10,,0.4,1.1,,,Buy,Buy,4.0,0.0000,0.0000,-4.1,-35.6,-5.0,0.07,
ECOB,Fox Marble Holdings PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOXT,Foxtons Group PLC,Real Estate,Real Estate Services,£0.3675,1.3734,1.2145,10.5,20.4,,14.9,12.3,20.8,,,,0.4,0.9,1.0,2.4,3.3,Outperform,Outperform,13.9,-0.0153,1.0022,1.2,14.1,19.1,0.96,
FPP,Fragrant Prosperity Holdings Ltd,Financials,Open End and Miscellaneous Investment Vehicles,£0.0051,7.928,,,,,,,,,,,,-0.8,12.3,,,,,-0.7,0.0000,0.0000,,-42.7,-1.1,-0.06,
FRAN,Franchise Brands PLC,Consumer Discretionary,Consumer Services - Misc.,£1.645,0.74991,0.50465,29.7,23.2,24.7,18.1,20.1,28.4,24.2,,1.8,0.5,2.1,3.1,1.2,4.1,Buy,Buy,10.5,0.0313,0.0000,-0.5,9.97,60.5,0.10,
